476,DERRICK BOURQUE,856872225376,Gatineau,Canada
463,DARRELL POWER,164414772677,Halifax,Canada
189,LORETTA CARPENTER,247646995453,Oshawa,Canada
410,CURTIS IRBY,615964523510,Richmond Hill,Canada
436,TROY QUIGLEY,145720452260,Vancouver,Canada
535,JAVIER ELROD,8912935608,NDjamna,Chad
45,JANET PHILLIPS,675292816413,Antofagasta,Chile
515,ANDRE RAPP,602101369463,Coquimbo,Chile
464,JEROME KENYON,928809465153,Rancagua,Chile
538,TED BREAUX,488600270038,Baicheng,China
495,CHARLIE BESS,962020153680,Baiyin,China
533,JESSIE MILAM,383353187467,Binzhou,China
197,SUE PETERS,264286442804,Changzhou,China
260,CHRISTY VARGAS,276555730211,Datong,China
64,JUDITH COX,333489324603,Daxian,China
466,LEO EBERT,268053970382,Dongying,China
389,ALAN KAHN,464511145118,Emeishan,China
110,TIFFANY JORDAN,379804592943,Enshi,China
313,DONALD MAHON,613124286867,Ezhou,China
211,STACEY MONTGOMERY,408304391718,Fuyu,China
281,LEONA OBRIEN,583021225407,Fuzhou,China
552,HUGH WALDROP,955349440539,Haining,China
165,LORRAINE STEPHENS,935508855935,Hami,China
138,HAZEL WARREN,468060467018,Hohhot,China
384,ERNEST STEPP,550306965159,Huaian,China
168,REGINA BERRY,201705577290,Jinchang,China
594,EDUARDO HIATT,640843562301,Jining,China
595,TERRENCE GUNDERSON,935952366111,Jinzhou,China
435,RICKY SHELBY,746251338300,Junan,China
283,FELICIA SUTTON,790651020929,Korla,China
151,MEGAN PALMER,189446090264,Laiwu,China
422,MELVIN ELLINGTON,368284120423,Laohekou,China
267,MARGIE WADE,192459639410,Lengshuijiang,China
569,DAVE GARDINER,128499386727,Leshan,China
129,CARRIE PORTER,509492324775,Liaocheng,China
90,RUBY WASHINGTON,991562402283,Meixian,China
37,PAMELA BAKER,912257250465,Nanyang,China
169,ERICA MATTHEWS,161801569569,Pingxiang,China
242,GLENDA FRAZIER,890283544295,Qinhuangdao,China
496,TYLER WREN,211256301880,Rizhao,China
546,KELLY KNOTT,357593328658,Sanya,China
424,KYLE SPURLOCK,736517327853,Shanwei,China
485,CLYDE TOBIAS,702955450528,Shaoguan,China
378,EUGENE CULPEPPER,71857599858,Shenzhen,China
511,CHESTER BENNER,59634255214,Suihua,China
249,DORA MEDINA,56257502250,Tianjin,China
302,MICHAEL SILVERMAN,108053751300,Tiefa,China
599,AUSTIN CINTRON,288241215394,Tieli,China
442,LEROY BUSTAMANTE,240776414296,Tongliao,China
588,MARION OCAMPO,338758048786,Weifang,China
241,HEIDI LARSON,279979529227,Xiangfan,China
67,KELLY TORRES,947233365992,Xiangtan,China
564,BOB PFEIFFER,203202500108,Xintai,China
339,WALTER PERRYMAN,624138001031,Xinxiang,China
272,KAY CALDWELL,170739645687,Yantai,China
484,ROBERTO VU,508348602835,Yinchuan,China
521,ROLAND SOUTH,25865528181,Yingkou,China
154,MICHELE GRANT,499408708580,Yuncheng,China
324,GARY COY,168884817145,Yuzhou,China
93,PHYLLIS FOSTER,275595571388,Zalantun,China
514,FRANKLIN TROUTMAN,288910576761,Zaoyang,China
550,GUY BROWNLEE,978430786151,Zhoushan,China
235,JACKIE LYNCH,610173756082,Buenaventura,Colombia
120,SYLVIA ORTIZ,765345144779,Dos Quebradas,Colombia
460,LEON BOSTIC,366776723320,Florencia,Colombia
180,STACY CUNNINGHAM,104150372603,Pereira,Colombia
87,WANDA PATTERSON,198123170793,Sincelejo,Colombia
490,SAM MCDUFFIE,17305839123,Sogamoso,Colombia
387,JESSE SCHILLING,900235712074,Lubumbashi,Congo\, The Democratic Republic of the
375,AARON SELBY,409315295763,Mwene-Ditu,Congo\, The Democratic Republic of the
265,JENNIE TERRY,475553436330,Olomouc,Czech Republic
437,RANDALL NEUMANN,331888642162,La Romana,Dominican Republic
418,JEFF EAST,491271355190,San Felipe de Puerto Plata,Dominican Republic
258,MYRTLE FLEMING,46871694740,Santiago de los Caballeros,Dominican Republic
589,TRACY HERRMANN,154124128457,Loja,Ecuador
262,PATSY DAVIDSON,282874611748,Portoviejo,Ecuador
494,RAMON CHOATE,898559280434,Robamba,Ecuador
559,EVERETT BANDA,855066328617,Bilbays,Egypt
233,LILLIE KIM,431770603551,Idfu,Egypt
491,RICK MATTOX,171973024401,Mit Ghamr,Egypt
134,EMMA BOYD,23712411567,Qalyub,Egypt
423,ALFRED CASILLAS,129673677866,Sawhaj,Egypt
119,SHERRY MARSHALL,787654415858,Shubra al-Khayma,Egypt
444,MARCUS HIDALGO,237368926031,Tartu,Estonia
392,SEAN DOUGLASS,47808359842,Addis Abeba,Ethiopia
317,EDWARD BAUGH,46568045367,Trshavn,Faroe Islands
298,ERIKA PENA,161643343536,Oulu,Finland
402,LUIS YANEZ,516647474029,Brest,France
162,LAUREN HUDSON,168476538960,Le Mans,France
104,RITA GRAHAM,449216226468,Toulon,France
35,VIRGINIA GREEN,440512153169,Toulouse,France
65,ROSE HOWARD,409983924481,Cayenne,French Guiana
43,CHRISTINE ROBERTS,539758313890,Faaa,French Polynesia
56,GLORIA COOK,347487831378,Papeete,French Polynesia
584,SALVADOR TEEL,170115379190,Banjul,Gambia
114,GRACE ELLIS,886636413768,Duisburg,Germany
448,MIGUEL BETANCOURT,72524459905,Erlangen,Germany
251,VICKIE BREWER,567359279425,Halle/Saale,Germany
196,ALMA AUSTIN,331132568928,Mannheim,Germany
227,COLLEEN BURTON,669828224459,Saarbrcken,Germany
195,VANESSA SIMS,419419591240,Siegen,Germany
201,VICKI FIELDS,146640639760,Witten,Germany
3,LINDA WILLIAMS,448477190408,Athenai,Greece
596,ENRIQUE FORSYTHE,199514580428,Patras,Greece
207,GERTRUDE CASTILLO,403404780639,Nuuk,Greenland
26,JESSICA HALL,998009777982,Citt del Vaticano,Holy See (Vatican City State)
289,VIOLET RODRIQUEZ,172262454487,Kowloon and New Kowloon,Hong Kong
592,TERRANCE ROUSH,437829801725,Szkesfehrvr,Hungary
367,ADAM GOOCH,166898395731,Adoni,India
297,SHERRI RHODES,510737228015,Ahmadnagar,India
175,ANNETTE OLSON,230250973122,Allappuzha (Alleppey),India
225,ARLENE HARVEY,460795526514,Ambattur,India
534,CHRISTIAN JUNG,122981120653,Amroha,India
208,LUCY WHEELER,49677664184,Balurghat,India
413,MARVIN YEE,480039662421,Berhampore (Baharampur),India
379,CARLOS COUGHLIN,924815207181,Bhavnagar,India
209,TONYA CHAPMAN,95666951770,Bhilwara,India
529,ERIK GUILLEN,80593242951,Bhimavaram,India
15,HELEN HARRIS,990911107354,Bhopal,India
202,CARLA GUTIERREZ,369050085652,Bhusawal,India
468,TIM CARY,195337700615,Bijapur,India
167,SALLY PIERCE,182363341674,Chandrapur,India
509,RAUL FORTIER,442673923363,Chapra,India
440,BERNARD COLBY,82088937724,Dhule (Dhulia),India
121,JOSEPHINE GOMEZ,665993880048,Etawah,India
192,LAURIE LAWRENCE,956188728558,Firozabad,India
117,EDITH MCDONALD,577812616052,Gandhinagar,India
370,WAYNE TRUONG,960505250340,Gulbarga,India
186,HOLLY FOX,760171523969,Haldia,India
259,LENA JENSEN,538241037443,Halisahar,India
412,ALLEN BUTTERFIELD,129953030512,Hoshiarpur,India
136,ANITA MORALES,146497509724,Hubli-Dharwad,India
60,MILDRED BAILEY,250767749542,Jaipur,India
32,AMY LOPEZ,627705991774,Jhansi,India
224,PEARL GARZA,963063788669,Jodhpur,India
31,BRENDA WRIGHT,745994947458,Kamarhati,India
492,LESTER KRAUS,158399646978,Kanchrapara,India
274,NAOMI JENNINGS,959949395183,Karnal,India
419,CHAD CARBONE,987306329957,Katihar,India
271,PENNY NEAL,271149517630,Kumbakonam,India
316,STEVEN CURLEY,139378397418,Miraj,India
28,CYNTHIA YOUNG,678220867005,Munger (Monghyr),India
59,CHERYL MURPHY,800024380485,Mysore,India
152,ALICIA MILLS,761379480249,Nagaon,India
268,NINA SOTO,357445645426,Palghat (Palakkad),India
300,JOHN FARNSWORTH,51917807050,Parbhani,India
95,PAULA BRYANT,4764773857,Pathankot,India
296,RAMONA HALE,429925609431,Patiala,India
421,LEE HAWKS,270456873752,Pudukkottai,India
135,JUANITA MASON,90921003005,Pune,India
426,BRADLEY MOTLEY,157133457169,Purnea (Purnia),India
78,LORI WOOD,875756771675,Rae Bareli,India
554,DWAYNE OLVERA,62127829280,Rajkot,India
336,JOSHUA MARK,869507847714,Rampur,India
358,SAMUEL MARLOW,620719383725,Ranchi,India
217,AGNES BISHOP,778502731092,Sambhal,India
356,GERALD FULTZ,650496654258,Satna,India
238,NELLIE GARRETT,918119601885,Shimoga,India
68,NICOLE PETERSON,990214419142,Shivapuri,India
502,BRETT CORNWELL,868602816371,Siliguri (Shiliguri),India
287,BECKY MILES,648482415405,Tambaram,India
170,BEATRICE ARNOLD,264541743403,Udaipur,India
446,THEODORE CULP,39463554936,Uluberia,India
231,GEORGIA JACOBS,541327526474,Uttarpara-Kotrung,India
403,MIKE WAY,206169448769,Valparai,India
123,SHANNON FREEMAN,677976133614,Varanasi (Benares),India
508,MILTON HOWLAND,441628280920,Vijayawada,India
12,NANCY THOMAS,465887807014,Yamuna Nagar,India
411,NORMAN CURRIER,598912394463,Cianjur,Indonesia
239,MINNIE ROMERO,63937119031,Ciomas,Indonesia
328,JEFFREY SPEAR,38158430589,Ciparay,Indonesia
203,TARA RYAN,652218196731,Gorontalo,Indonesia
153,SUZANNE NICHOLS,719202533520,Jakarta,Indonesia
473,JORGE OLIVARES,932992626595,Lhokseumawe,Indonesia
500,REGINALD KINDER,793996678771,Madiun,Indonesia
542,LONNIE TIRADO,784907335610,Pangkal Pinang,Indonesia
116,VICTORIA GIBSON,386759646229,Pemalang,Indonesia
506,LESLIE SEWARD,131370665218,Pontianak,Indonesia
372,STEVE MACKENZIE,440365973660,Probolinggo,Indonesia
524,JARED ELY,35533115997,Purwakarta,Indonesia
450,JAY ROBB,834061016202,Surakarta,Indonesia
458,LLOYD DOWD,335052544020,Tegal,Indonesia
36,KATHLEEN ADAMS,481183273622,Arak,Iran
10,DOROTHY TAYLOR,648856936185,Esfahan,Iran
377,HOWARD FORTNER,342720754566,Kermanshah,Iran
368,HARRY ARCE,320471479776,Najafabad,Iran
459,TOMMY COLLAZO,762361821578,Qomsheh,Iran
185,ROBERTA HARPER,951486492670,Shahr-e Kord,Iran
449,OSCAR AQUINO,474047727727,Sirjan,Iran
279,DIANNE SHELTON,117592274996,Tabriz,Iran
579,DARYL LARUE,954786054144,Mosul,Iraq
102,CRYSTAL FORD,709935135487,Ashdod,Israel
478,LEWIS LYMAN,667648979883,Ashqelon,Israel
315,KENNETH GOODEN,508800331065,Bat Yam,Israel
161,GERALDINE PERKINS,177167004331,Tel Aviv-Jaffa,Israel
33,ANNA HILL,911872220378,Alessandria,Italy
439,ALEXANDER FENNELL,575081026569,Bergamo,Italy
309,CHRISTOPHER GRECO,806016930576,Brescia,Italy
499,MARC OUTLAW,465897838272,Brindisi,Italy
541,DARREN WINDHAM,921960450089,Livorno,Italy
221,BESSIE MORRISON,469738825391,Syrakusa,Italy
525,ADRIAN CLARY,182059202712,Udine,Italy
574,JULIAN VEST,315528269898,Akishima,Japan
141,DEBBIE REYES,581852137991,Fukuyama,Japan
264,GWENDOLYN MAY,303967439816,Higashiosaka,Japan
194,KRISTEN CHAVEZ,104491201771,Hino,Japan
299,JAMES GANNON,710603868323,Hiroshima,Japan
519,RON DELUCA,132100972047,Isesaki,Japan
240,MARLENE WELCH,137773001988,Iwaki,Japan
54,TERESA ROGERS,920811325222,Iwakuni,Japan
396,EARL SHANKS,679095087143,Iwatsuki,Japan
391,CLARENCE GAMEZ,667736124769,Izumisano,Japan
163,CATHY SPENCER,819416131190,Kakamigahara,Japan
79,RACHEL BARNES,18581624103,Kamakura,Japan
547,KURT EMMONS,135407755975,Kanazawa,Japan
401,TONY CARRANZA,794553031307,Koriyama,Japan
34,REBECCA SCOTT,708403338270,Kurashiki,Japan
531,JAMIE WAUGH,427274926505,Kuwana,Japan
355,TERRY GRISSOM,142596392389,Matsue,Japan
253,TERRY CARLSON,134673576619,Miyakonojo,Japan
53,HEATHER MORRIS,697760867968,Nagareyama,Japan
489,RICARDO MEADOR,37247325001,Okayama,Japan
365,BRUCE SCHWARZ,634445428822,Okinawa,Japan
404,STANLEY SCROGGINS,1483365694,Omiya,Japan
337,JERRY JORDON,647899404952,Onomichi,Japan
285,MIRIAM MCKINNEY,341242939532,Otsu,Japan
11,LISA ANDERSON,635297277345,Sagamihara,Japan
1,MARY SMITH,28303384290,Sasebo,Japan
29,ANGELA HERNANDEZ,18461860151,Shimonoseki,Japan
385,PHILLIP HOLM,776031833752,Tama,Japan
429,FREDERICK ISBELL,572068624538,Tsuyama,Japan
503,ANGEL BARCLAY,759586584889,Ueda,Japan
147,JOANNE ROBERTSON,597815221267,Urawa,Japan
76,IRENE PRICE,896314772871,Pavlodar,Kazakstan
573,BYRON BOX,844018348565,Zhezqazghan,Kazakstan
193,KATIE ELLIOTT,940830176580,Kisumu,Kenya
363,ROY WHITING,568367775448,Nyeri,Kenya
234,CLAUDIA FULLER,630424482919,Jalib al-Shuyukh,Kuwait
347,RYAN SALISBURY,627924259271,Daugavpils,Latvia
23,SARAH LEWIS,902731229323,Liepaja,Latvia
57,EVELYN MORGAN,889318963672,Vaduz,Liechtenstein
557,FELIX GAFFNEY,107092893983,Vilnius,Lithuania
81,ANDREA HENDERSON,223664661973,Mahajanga,Madagascar
166,LYNN PAYNE,843801144113,Lilongwe,Malawi
171,DOLORES WAGNER,275788967899,Ipoh,Malaysia
58,JEAN BELL,212869228936,Kuching,Malaysia
306,CHARLES KOWALSKI,181179321332,Sungai Petani,Malaysia
486,GLEN TALBERT,936806643983,Acua,Mexico
414,VINCENT RALSTON,680851640676,Allende,Mexico
84,SARA PERRY,48417642933,Atlixco,Mexico
578,WILLARD LUMPKIN,377633994405,Carmen,Mexico
587,SERGIO STANFIELD,387448063440,Celaya,Mexico
247,STELLA MORENO,266798132374,Coacalco de Berriozbal,Mexico
482,MAURICE CRAWLEY,684529463244,Coatzacoalcos,Mexico
467,ALVIN DELOACH,769370126331,Cuauhtmoc,Mexico
323,MATTHEW MAHAN,869051782691,Cuautla,Mexico
575,ISAAC OGLESBY,14465669789,Cuernavaca,Mexico
451,JIM REA,524567129902,El Fuerte,Mexico
364,BENJAMIN VARNEY,151249681135,Guadalajara,Mexico
150,DANIELLE DANIELS,632316273199,Hidalgo,Mexico
582,ANDY VANHORN,995527378381,Huejutla de Reyes,Mexico
108,TRACY COLE,371490777743,Huixquilucan,Mexico
581,VIRGIL WOFFORD,294449058179,Jos Azueta,Mexico
369,FRED WHEAT,561729882725,Jurez,Mexico
488,SHANE MILLARD,488425406814,La Paz,Mexico
177,SAMANTHA DUNCAN,953689007081,Matamoros,Mexico
343,DOUGLAS GRAF,895616862749,Mexicali,Mexico
570,IVAN CROMWELL,203804046132,Monclova,Mexico
115,WENDY HARRISON,867546627903,Nezahualcyotl,Mexico
353,JONATHAN SCARBOROUGH,754358349853,Pachuca de Soto,Mexico
273,PRISCILLA LOWE,45387294817,Salamanca,Mexico
319,RONALD WEINER,674805712553,San Felipe del Progreso,Mexico
425,FRANCIS SIKES,548003849552,San Juan Bautista Tuxtepec,Mexico
133,PAULINE HENRY,321944036800,Torren,Mexico
454,ALEX GRESHAM,118011831565,Uruapan,Mexico
288,BOBBIE CRAIG,957128697225,Valle de Santiago,Mexico
465,FLOYD GANDY,49084281333,Zapopan,Mexico
38,MARTHA GONZALEZ,489783829737,Chisinau,Moldova
543,LANCE PEMBERTON,786270036240,Beni-Mellal,Morocco
40,AMANDA CARTER,680768868518,Nador,Morocco
22,LAURA RODRIGUEZ,161968374323,Sal,Morocco
257,MARSHA DOUGLAS,245477603573,Beira,Mozambique
433,DON BONE,342709348083,Naala-Porto,Mozambique
97,ANNIE RUSSELL,817248913162,Tete,Mozambique
256,MABEL HOLLAND,884536620568,Monywa,Myanmar
4,BARBARA JONES,705814003527,Myingyan,Myanmar
513,DUANE TUBBS,282667506728,Yangor,Nauru
321,KEVIN SCHULER,908029859266,Birgunj,Nepal
415,GLENN PULLEN,855290087237,Amersfoort,Netherlands
137,RHONDA KENNEDY,963369996279,Apeldoorn,Netherlands
341,PETER MENARD,718917251754,Ede,Netherlands
474,DUSTIN GILLETTE,131912793873,Emmen,Netherlands
184,VIVIAN RUIZ,302590383819,s-Hertogenbosch,Netherlands
8,SUSAN WILSON,657282285970,Hamilton,New Zealand
284,SONIA GREGORY,195003555232,Benin City,Nigeria
409,RODNEY MOELLER,653436985797,Deba Habe,Nigeria
286,VELMA LUCAS,558236142492,Effon-Alaiye,Nigeria
80,MARILYN ROSS,701457319790,Ife,Nigeria
198,ELSIE KELLEY,768481779568,Ikerre,Nigeria
103,GLADYS HAMILTON,484292626944,Ilorin,Nigeria
18,CAROL GARCIA,747791594069,Kaduna,Nigeria
277,OLGA JIMENEZ,363982224739,Ogbomosho,Nigeria
156,BERTHA FERGUSON,889538496300,Ondo,Nigeria
280,TRACEY BARRETT,85059738746,Owo,Nigeria
250,JO FOWLER,716256596301,Oyo,Nigeria
562,WALLACE SLONE,946114054231,Sokoto,Nigeria
232,CONSTANCE REID,588964509072,Zaria,Nigeria
157,DARLENE ROSE,368899174225,Pyongyang,North Korea
9,MARGARET MOORE,380657522649,Masqat,Oman
498,GENE SANBORN,144206758053,Salala,Oman
416,JEFFERY PINSON,15273765306,Dadu,Pakistan
223,MELINDA FERNANDEZ,99760893676,Mandi Bahauddin,Pakistan
20,SHARON ROBINSON,144453869132,Mardan,Pakistan
399,DANNY ISOM,280578750435,Okara,Pakistan
25,DEBORAH WALKER,196495945706,Shikarpur,Pakistan
226,MAUREEN LITTLE,684192903087,Asuncin,Paraguay
205,EILEEN CARR,905903574913,Ciudad del Este,Paraguay
345,CARL ARTIS,20064292617,San Lorenzo,Paraguay
304,DAVID ROYAL,504434452842,Callao,Peru
565,JAIME NETTLES,863080561151,Hunuco,Peru
122,THELMA MURRAY,937222955822,Lima,Peru
597,FREDDIE DUGGAN,644021380889,Sullana,Peru
71,KATHY JAMES,565018274456,Baybay,Philippines
188,MELANIE ARMSTRONG,650752094490,Bayugan,Philippines
94,NORMA GONZALES,835433605312,Bislig,Philippines
371,BILLY POULIN,333390595558,Cabuyao,Philippines
388,CRAIG MORRELL,426255288071,Cavite,Philippines
27,SHIRLEY ALLEN,665356572025,Davao,Philippines
461,DEREK BLAKELY,325526730021,Gingoog,Philippines
255,IRMA PEARSON,987442542471,Hagonoy,Philippines
580,ROSS GREY,165164761435,Iligan,Philippines
349,JOE GILLILAND,53912826864,Imus,Philippines
244,VIOLA HANSON,569868543137,Lapu-Lapu,Philippines
263,HILDA HOPKINS,322888976727,Mandaluyong,Philippines
434,EDDIE TOMLIN,959834530529,Ozamis,Philippines
522,ARNOLD HAVENS,236679267178,Santa Rosa,Philippines
72,THERESA WATSON,255800440636,Taguig,Philippines
505,RAFAEL ABNEY,82671830126,Talavera,Philippines
373,LOUIS LEONE,45554316010,Tanauan,Philippines
236,MARCIA DEAN,727785483194,Tanza,Philippines
548,ALLAN CORNISH,50898428626,Tarlac,Philippines
261,DEANNA BYRD,265153400632,Tuguegarao,Philippines
318,BRIAN WYMAN,556100547674,Bydgoszcz,Poland
572,SIDNEY BURLESON,867287719310,Czestochowa,Poland
128,MARJORIE TUCKER,973047364353,Jastrzebie-Zdrj,Poland
270,LEAH CURTIS,701767622697,Kalisz,Poland
501,RUBEN GEARY,52709222667,Lublin,Poland
571,JOHNNIE CHISHOLM,770864062795,Plock,Poland
380,RUSSELL BRINSON,821476736117,Tychy,Poland
558,JIMMIE EGGLESTON,970638808606,Wroclaw,Poland
360,RALPH MADRIGAL,102396298916,Arecibo,Puerto Rico
282,JENNY CASTRO,62781725285,Ponce,Puerto Rico
230,JOY GEORGE,479007229460,Botosani,Romania
563,KEN PREWITT,997453607116,Bucuresti,Romania
148,ELEANOR HUNT,354615066969,Saint-Denis,Runion
397,JIMMY SCHRADER,604177838256,Atinsk,Russian Federation
55,DORIS REED,499352017190,Balaiha,Russian Federation
430,RAY HOULE,497288595103,Dzerzinsk,Russian Federation
17,DONNA THOMPSON,407752414682,Elista,Russian Federation
106,CONNIE WALLACE,547003310357,Ivanovo,Russian Federation
222,DELORES HANSEN,516331171356,Jaroslavl,Russian Federation
100,ROBIN HAYES,942570536750,Jelets,Russian Federation
301,ROBERT BAUGHMAN,96110042435,Kaliningrad,Russian Federation
510,BEN EASTER,711928348157,Kamyin,Russian Federation
179,DANA HART,866092335135,Kirovo-Tepetsk,Russian Federation
295,DAISY BATES,816436065431,Kolpino,Russian Federation
393,PHILIP CAUSEY,737229003916,Korolev,Russian Federation
376,RANDY GAITHER,96846695220,Kurgan,Russian Federation
311,PAUL TROUT,688485191923,Kursk,Russian Federation
44,MARIE TURNER,177727722820,Lipetsk,Russian Federation
160,ERIN DUNN,149981248346,Ljubertsy,Russian Federation
346,ARTHUR SIMPKINS,262744791493,Maikop,Russian Federation
46,CATHERINE CAMPBELL,262076994845,Moscow,Russian Federation
447,CLIFFORD BOWENS,782900030287,Nabereznyje Telny,Russian Federation
48,ANN EVANS,705800322606,Niznekamsk,Russian Federation
191,JEANETTE GREENE,812824036424,Novoterkassk,Russian Federation
487,HECTOR POINDEXTER,589377568313,Pjatigorsk,Russian Federation
567,ALFREDO MCADAMS,324346485054,Serpuhov,Russian Federation
127,ELAINE STEVENS,237426099212,Smolensk,Russian Federation
428,HERBERT KRUGER,307133768620,Syktyvkar,Russian Federation
350,JUAN FRALEY,689199636560,Teboksary,Russian Federation
462,WARREN SHERROD,209342540247,Usolje-Sibirskoje,Russian Federation
351,JACK FOUST,840957664136,Zeleznogorsk,Russian Federation
326,JOSE ANDREW,961370847344,Kingstown,Saint Vincent and the Grenadines
101,PEGGY MYERS,196568435814,Abha,Saudi Arabia
70,CHRISTINA RAMIREZ,407733804223,al-Hawiya,Saudi Arabia
417,TRAVIS ESTEP,214976066017,al-Qatif,Saudi Arabia
49,JOYCE EDWARDS,876295323994,Jedda,Saudi Arabia
312,MARK RINEHART,824396883951,Tabuk,Saudi Arabia
456,RONNIE RICKETTS,670370974122,Ziguinchor,Senegal
357,KEITH RICO,738968474939,Bratislava,Slovakia
125,ETHEL WEBB,490211944645,Boksburg,South Africa
132,ESTHER CRAWFORD,707169393853,Botshabelo,South Africa
555,DWIGHT LOMBARDI,368738360376,Chatsworth,South Africa
471,DEAN SAUER,248446668735,Johannesburg,South Africa
19,RUTH MARTINEZ,272572357893,Kimberley,South Africa
109,EDNA WEST,622255216127,Klerksdorp,South Africa
432,EDWIN BURK,617567598243,Newcastle,South Africa
338,DENNIS GILMAN,231383037471,Paarl,South Africa
407,DALE RATCLIFF,328494873422,Rustenburg,South Africa
145,LUCILLE HOLMES,918032330119,Soshanguve,South Africa
83,LOUISE JENKINS,800716535041,Springs,South Africa
88,BONNIE HUGHES,978987363654,Cheju,South Korea
99,EMILY DIAZ,333339908719,Kimchon,South Korea
237,TANYA GILBERT,792557457753,Naju,South Korea
536,FERNANDO CHURCHILL,745267607502,Tonghae,South Korea
245,COURTNEY DAY,890289150158,Uijongbu,South Korea
52,JULIE SANCHEZ,680428310138,A Corua (La Corua),Spain
293,MAE FLETCHER,96604821070,Donostia-San Sebastin,Spain
394,CHRIS BROTHERS,537374465982,Gijn,Spain
469,WESLEY BULL,622884741180,Ourense (Orense),Spain
549,NELSON CHRISTENSON,84794532510,Santiago de Compostela,Spain
408,MANUEL MURRELL,359478883004,Jaffna,Sri Lanka
